SMILES,MW,logP,VDss(L/kg),logVDss
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,401.846,3.3046,1.5,0.176091259
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,453.879,2.68782,0.19,-0.721246399
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,285.235,-1.8409,2.2,0.342422681
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,500.579,4.43,3.6,0.556302501
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.473,4.6281,0.42,-0.37675071
C[C@@H]1O[C@@H]1P(=O)(O)O,138.059,-0.0911,0.32,-0.494850022
O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,435.501,4.1617,0.13,-0.886056648
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,243.31,1.3435,3.6,0.556302501
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,287.359,1.8503,2.3,0.361727836
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,263.2,-1.2886,1.5,0.176091259
C[C@@H]([C@@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,331.344,0.8772,0.62,-0.207608311
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OC[C@](C)(O)C(NC)C3O)C2O)O1,477.603,-3.3275,0.33,-0.48148606
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,310.437,3.6586,0.46,-0.337242168
[2H]C([2H])([2H])n1nc(C(=O)NC2C[C@@H]3CCC[C@H](C2)N3C)c2ccccc21,315.4353053,2.3184,3.7,0.568201724
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,362.466,1.7816,0.38,-0.420216403
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,285.343,1.6303,4.3,0.633468456
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,482.54,3.8449,0.15,-0.823908741
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,497.5,1.0203,38,1.579783597
CCCCCNC(=O)c1coc([C@@H]2[C@H]3CC[C@H](O3)[C@@H]2Cc2ccccc2CCC(=O)O)n1,440.54,4.1155,4.4,0.643452676
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,299.352,-0.3857,0.24,-0.619788758
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,613.803,2.8669,0.82,-0.086186148
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,586.689,4.0911,3.5,0.544068044
CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,246.306,1.6656,3.1,0.491361694
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],236.136,-1.0622,1.9,0.278753601
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O,191.139,-1.2782,0.86,-0.065501549
O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,191.139,-1.2782,0.7,-0.15490196
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,506.709,4.05052,11,1.041392685
CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)N[C@H]1[C@H]([C@@H](O)CO)O[C@H](Nc2ncnc3nc[nH]c23)[C@H](O)[C@@H]1O,589.694,0.4188,0.17,-0.769551079
N=C(N)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1,468.51,1.10957,0.29,-0.537602002
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,229.261,-0.5941,1.3,0.113943352
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,197.19,0.0522,1.7,0.230448921
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.373,1.544,1.2,0.079181246
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,328.481,4.4956,12,1.079181246
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.453,3.8826,1.5,0.176091259
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,280.291,1.36176,0.24,-0.619788758
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,406.545,-0.857,1,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,337.351,1.1236,0.58,-0.236572006
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,405.495,1.2352,0.89,-0.050609993
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,359.706,4.5326,10,1
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,429.521,0.81087,0.23,-0.638272164
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,305.205,1.925,0.48,-0.318758763
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,383.47,-0.308,0.3,-0.522878745
CN[C@@H](C)Cc1ccccc1,149.237,1.837,4.3,0.633468456
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,380.422,0.9491,0.32,-0.494850022
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,454.447,0.2684,0.43,-0.366531544
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,211.217,0.4423,0.69,-0.161150909
C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,356.442,1.67,2.6,0.414973348
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,374.477,1.8036,1.2,0.079181246
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,652.832,7.4516,0.4,-0.397940009
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,539.592,-0.2338,0.09,-1.045757491
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,495.639,5.2709,3.1,0.491361694
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,207.226,-3.2621,0.28,-0.552841969
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,457.483,0.03,1.6,0.204119983
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,285.343,1.1981,2.3,0.361727836
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,461.467,-0.8854,0.12,-0.920818754
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,520.48,-1.1277,0.17,-0.769551079
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.438,2.3705,1.4,0.146128036
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,309.406,0.6348,1.9,0.278753601
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,414.483,2.4838,0.22,-0.657577319
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,357.45,1.7073,4.6,0.662757832
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,339.435,2.5125,8.2,0.913813852
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,327.38,1.3014,1.7,0.230448921
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,341.407,1.5254,7.6,0.880813592
N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1,558.661,0.67407,0.36,-0.443697499
CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.429,3.2609,0.15,-0.823908741
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,297.271,-1.9714,4.9,0.69019608
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,475.587,-3.2007,0.073,-1.13667714
CN1CCC[C@H]1c1cccnc1,162.236,1.8483,2.6,0.414973348
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,284.356,0.8069,0.37,-0.431798276
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,401.444,1.89532,0.19,-0.721246399
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,315.369,1.0482,2.5,0.397940009
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,296.414,2.6565,6.3,0.799340549
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,572.875,6.1105,0.2,-0.698970004
C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,416.646,5.5606,0.41,-0.387216143
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,329.371,3.3265,18,1.255272505
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.397,0.8608,0.24,-0.619788758
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,285.431,3.8826,3.4,0.531478917
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,340.42,1.4621,0.76,-0.119186408
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,364.423,1.0856,0.3,-0.522878745
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,350.396,0.6971,0.41,-0.387216143
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,517.564,-0.2403,0.27,-0.568636236
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,602.905,3.6335,0.35,-0.455931956
C[C@H]1CCC[C@@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,338.495,4.3606,1.4,0.146128036
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,360.45,1.5576,0.86,-0.065501549
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,358.434,1.7658,0.97,-0.013228266
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,339.479,4.2755,12,1.079181246
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,410.47,2.0886,0.13,-0.886056648
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,324.424,3.1732,2.9,0.462397998
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,324.424,3.1732,1.8,0.255272505
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,313.397,3.1938,0.65,-0.187086643
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,371.275,2.6804,0.65,-0.187086643
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,452.595,5.2199,0.35,-0.455931956
O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,400.5,2.5947,0.21,-0.677780705
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,244.207,-3.0115,14,1.146128036
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,287.359,2.352,4.4,0.643452676
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,250.342,2.7597,1.3,0.113943352
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,529.786,4.4075,0.21,-0.677780705
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,540.708,1.4296,1.2,0.079181246
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,274.408,3.50644,0.75,-0.124938737
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,481.546,2.4017,1.7,0.230448921
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.855,3.0924,3.6,0.556302501
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)S[C@H]12,334.375,-0.0193,0.3,-0.522878745
C#CCN(C)[C@H](C)Cc1ccccc1,187.286,2.1826,1.9,0.278753601
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,409.82,2.7026,1.5,0.176091259
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,407.318,2.0165,2.8,0.447158031
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,362.473,3.8649,8.2,0.913813852
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,392.406,2.0816,3.9,0.591064607
CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,332.353,-2.9256,0.13,-0.886056648
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,627.977,5.5532,0.23,-0.638272164
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,224.216,-0.70908,0.67,-0.173925197
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,233.245,-0.795,0.32,-0.494850022
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,404.491,3.7955,0.12,-0.920818754
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,408.52,2.3409,0.21,-0.677780705
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.662,2.7529,0.41,-0.387216143
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,287.216,-0.0512,0.83,-0.080921908
CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,408.472,2.6787,0.13,-0.886056648
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44,-0.371,1.2,0.079181246
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,314.469,5.7358,8.9,0.949390007
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,375.559,5.04484,1.1,0.041392685
NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,260.271,-1.604,1.1,0.041392685
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,384.435,0.548,0.16,-0.795880017
CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@@H]1N(C)C,273.376,2.7677,4,0.602059991
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,316.427,0.5025,1.5,0.176091259
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,440.606,2.9505,0.99,-0.004364805
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,325.496,5.34142,1.5,0.176091259
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CN=C(N)N)C4)N(C)C3)[C@H](C)[C@H]12,537.643,-2.0635,0.23,-0.638272164
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.453,1.8468,1.8,0.255272505
[2H]C([2H])([2H])Oc1cccc([C@@]2(O)CCCC[C@@H]2CN(C([2H])([2H])[2H])C([2H])([2H])[2H])c1,272.435916,2.6346,2.8,0.447158031
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,327.424,2.7977,4.4,0.643452676
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.504,2.4188,1.4,0.146128036
CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,284.359,2.9499,9.7,0.986771734
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,374.434,-1.7553,0.7,-0.15490196
NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,416.359,1.8945,1.3,0.113943352
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,609.743,6.701,0.45,-0.346787486
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,435.528,4.1617,0.22,-0.657577319
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,557.84,5.9659,0.3,-0.522878745
CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,515.1,6.4766,0.11,-0.958607315
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,349.316,2.1769,2.2,0.342422681
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,211.221,-0.5046,0.54,-0.26760624
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.245,-0.19628,1.8,0.255272505
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,287.363,1.9229,1.8,0.255272505
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,239.746,3.2993,7.2,0.857332496
NC(=O)N1c2ccccc2C=Cc2ccccc21,236.274,3.3872,1.4,0.146128036
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,301.386,1.7251,1.07,0.029383778
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.453,1.6046,1.7,0.230448921
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.359,3.383,0.36,-0.443697499
NC(=O)OCC(COC(N)=O)c1ccccc1,238.243,0.9608,0.76,-0.119186408
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.331,4.435,35,1.544068044
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,244.265,3.6808,0.15,-0.823908741
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.338,3.57324,0.14,-0.853871964
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,300.745,2.4722,0.95,-0.022276395
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.745,-0.3513,0.83,-0.080921908
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.316,4.4479,19,1.278753601
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,298.426,3.4925,3.6,0.556302501
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.273,1.7696,0.64,-0.193820026
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.353,1.581,0.15,-0.823908741
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,324.811,3.934,14.4,1.158362492
CCC1(c2ccccc2)C(=O)NCNC1=O,218.256,0.5379,0.69,-0.161150909
NC(=O)c1cnccn1,123.115,-0.4245,0.7,-0.15490196
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,438.524,2.5671,0.4,-0.397940009
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,321.337,0.541,0.98,-0.008773924
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.497,2.5731,0.12,-0.920818754
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.534,2.4404,0.46,-0.337242168
CN(C)CCC=C1c2ccccc2COc2ccccc21,279.383,3.9624,12,1.079181246
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.411,1.459,1.2,0.079181246
C#CCN(C)C(C)Cc1ccccc1,187.286,2.1826,1.9,0.278753601
Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,229.261,-0.5941,1.18,0.071882007
Nc1ccn([C@@H]2CO[C@H](CO)S2)c(=O)n1,229.261,-0.5941,0.84,-0.075720714
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@H]1O,516.455,1.0296,0.79,-0.102372909
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,516.455,1.0296,0.63,-0.200659451
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O,516.455,1.0296,4.82,0.683047038
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,341.495,4.5253,2.41,0.382017043
CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,397.431,2.4222,2.6,0.414973348
CC(=O)C[C@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.33,3.5178,0.24,-0.619788758
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,353.506,4.6546,8.3,0.919078092
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,484.663,4.6668,4.3,0.633468456
CC1=NC(=O)[C@](CCN(C(C)C)C(C)C)(c2ccccc2)[C@H]2CCCCN12,369.553,4.2464,0.58,-0.236572006
CC[C@H]1C2C[C@H]3[C@@H]4N(C)c5ccccc5C45C[C@@H](C2[C@H]5O)N3[C@@H]1O,326.44,1.5545,4,0.602059991
C=CC[N@@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,666.91,5.4756,0.32,-0.494850022
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,482.628,4.77328,6.35,0.802773725
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,270.163,2.945,2.72,0.434568904
